ID;Nome;Artista;Ano
1749;Beijo Partido;Milton Nascimento;1975
1750;Laugher In The Rain;Neil Sedaka;1975
1751;Lucy In The Sky With Diamonds;Elton John;1975
1752;Filho da Véia;Luis Américo;1975
1753;Shame, Shame, Shame;Shirley & Co.;1975
1754;Rain & Memories;Paul Denver;1975
1755;Agora Só Falta Você;Rita Lee;1975
1756;Beleza Que é Você Mulher;Benito Di Paula;1975
1757;Juízo Final;Clara Nunes;1975
1758;Enamorada do Sambão;Beth Carvalho;1975
1759;Boogie On Reggae Woman;Stevie Wonder;1975
1760;Juventude Transviada;Luiz Melodia;1975
1761;It's My First Day Without You;Dennis Yost & The Classics IV;1975
1762;Modinha Para Gabriela;Gal Costa;1975
1763;Sad Sweet Dreamer;Sweet Sensation;1975
1764;The Miracle;Stylistics;1975
1765;Emoriô;Fafá de Belém;1975
1766;Amor Com Amor Se Paga;Carmen Silva;1975
1767;Na Beira do Mar;Wander Pires;1975
1768;Dentro de Mim Mora Um Anjo;Sueli Costa;1975
1769;Linha do Horizonte;Azimuth;1975
1770;Terceiro Ato;Antonio Carlos & Jocafi;1975
1771;Esse Tal de Roque Enrow;Rita Lee;1975
1772;A Deusa dos Orixás;Clara Nunes;1975
1773;A Sombra do Teu Sorriso;Moacyr Franco;1975
1774;As Dores do Mundo;Hyldon;1975
1775;Cuca Legal (Há Há Há);Chico Batera;1975
1776;Beijo Partido;Nana Caymmi;1975
1777;Deixe o Meu Marido em Paz;Claudia Barroso;1975
1778;I'm Down;Hollies;1975
1779;Espelho Meu;Silvio Brito;1975
1780;Pandeiro & Viola;Beth Carvalho;1975
1781;Foi Assim;Fafá de Belém;1975
1782;Ovelha Negra;Rita Lee & Tutti-Frutti;1975
1783;Foi Tudo Culpa do Amor;Diana;1975
1784;Folia de Reis;Baiano & Os Novos Caetanos;1975
1785;From His Woman To You;Barbara Mason;1975
1786;Melô da Cuíca;Azimuth;1975
1787;I'm Prisioner;Paul Jones;1975
1788;Lua, Lua, Lua, Lua;Caetano Veloso;1975
1789;De Frente Pro Crime;Simone;1975
1790;Tango Pra Teresa;Angela Maria;1975
1791;Meu Perdão;Beth Carvalho;1975
1792;O Maior Golpe do Mundo;Deny & Dino;1975
1793;Mulher Brasileira;Benito Di Paula;1975
1794;Quem é de Samba Chora;Gilson de Souza;1975
1795;Não Esquenta a Cabeça, Não;Golden Boys;1975
1796;Antes Que Eu Volte a Ser Nada;Leci Brandão;1975
1797;Não Precisa Me Perdoar;Benito Di Paula;1975
1798;Vai Levando;Chico Buarque & Maria Bethânia;1975
1799;Never Can Say Goodbye;Gloria Gaynor;1975
1800;Onde Está a Honestidade;Beth Carvalho;1975
1801;Juventude Transviada;Luiz Melodia;1976
1802;Meu Mundo e Nada Mais;Guilherme Arantes;1976
1803;If You Leave Me Now;Chicago;1976
1804;O Que Será (À Flor da Terra);Chico Buarque & Milton Nascimento;1976
1805;Meu Caro Amigo;Chico Buarque;1976
1806;Don't Go Breaking My Heart;Elton John & Kiki Dee;1976
1807;Fly, Robin, Fly;Silver Convention;1976
1808;Nuvem Passageira;Hermes de Aquino;1976
1809;Sobradinho;Sá & Guarabyra;1976
1810;Pavão Mysteriozo;Ednardo;1976
1811;December 1963 (Oh What A Night);Four Seasons;1976
1812;As Rosas Não Falam;Beth Carvalho;1976
1813;Não Deixe o Samba Morrer;Alcione;1976
1814;Nem Ouro Nem Prata;Ruy Maurity;1976
1815;Os Seus Botões;Roberto Carlos;1976
1816;All By Myself;Eric Carmen;1976
1817;Pecado Capital;Paulinho da Viola;1976
1818;Eu Nasci Há Dez Mil Anos Atrás;Raul Seixas;1976
1819;Misty Blue;Dorothy Moore;1976
1820;Gracias a La Vida;Grupo Tarancón;1976
1821;You'll Never Find Another Love Like Mine;Lou Rawls;1976
1822;Olhos nos Olhos;Maria Bethânia;1976
1823;Os Meninos da Mangueira;Ataulfo Jr.;1976
1824;Vá Mas Volte;Angela Maria;1976
1825;Vai Ficar na Saudade;Benito Di Paula;1976
1826;Bohemian Rhapsody;Queen;1976
1827;Sailing;Rod Stewart;1976
1828;Como Nossos Pais;Elis Regina;1976
1829;Dolannes Melodie;Jean Claude Borelly;1976
1830;You Should Be Dancing;Bee Gees;1976
1831;I Write The Songs;Barry Manilow;1976
1832;O Surdo;Alcione;1976
1833;Tu T'en Vas;Alain Barrière & Nicole Cordier;1976
1834;Kiss And Say Goodbye;The Manhattans;1976
1835;Dream Weaver;Gary Wright;1976
1836;Incompatibilidade de Gênios;João Bosco;1976
1837;(Shake, Shake, Shake) Shake Your Booty;KC & The Sunshine Band;1976
1838;Apesar de Você;Chico Buarque;1976
1839;More, More, More;Andrea True Connection;1976
1840;Silly Love Songs;Wings;1976
1841;Love Hurts;Nazareth;1976
1842;Happy;Michael Jackson;1976
1843;O Rancho da Goiabada;Elis Regina;1976
1844;Levante os Olhos;Silvio Cesar;1976
1845;A Fifth Of Beethoven;Walter Murphy & The Big Apple Band;1976
1846;Show Me The Way;Peter Frampton;1976
1847;Ilegal, Imoral ou Engorda;Roberto Carlos;1976
1848;I Need To Be In Love;Carpenters;1976
1849;Cuide-se Bem;Guilherme Arantes;1976
1850;Cry To Me;Loleatta Holloway;1976
1851;Do You Know Where You're Going To;Diana Ross;1976
1852;I'm Easy;Keith Carradine;1976
1853;Olhos nos Olhos;Agnaldo Timóteo;1976
1854;Love Me Like A Stranger;Lettermen;1976
1855;Love To Love You Baby;Donna Summer;1976
1856;Pra Não Morrer de Tristeza;Ney Matogrosso;1976
1857;Caso Você Case;Marília Barbosa;1976
1858;Lady Bump;Penny McLean;1976
1859;Mineira;João Nogueira;1976
1860;Coisas da Vida;Rita Lee;1976
1861;Paralelas;Vanusa;1976
1862;My Life;Michael Sullivan;1976
1863;She's My Girl;Morris Albert;1976
1864;Só Louco;Gal Costa;1976
1865;This Time I'll Be Sweeter;Linda Lewis;1976
1866;Winners And Losers;Hamilton, Joe Frank & Reynolds;1976
1867;Afternoon Delight;Starland Vocal Band;1976
1868;Boogie Fever;Sylvers;1976
1869;Capim Novo;Luiz Gonzaga;1976
1870;Apenas Um Rapaz Latino Americano;Belchior;1976
1871;Zing Went The Strings Of My Heart;Trammps;1976
1872;Cinco Companheiros;Paulinho da Viola;1976
1873;Cavaquinho Camarada;Beth Carvalho;1976
1874;Marido Ideal;Evinha;1976
1875;Theme From SWAT;Rhythm Heritage;1976
1876;Fascinação;Elis Regina;1976
1877;When You're Gone;Maggie MacNeal;1976
1878;Menina dos Cabelos Longos;Agepê;1976
1879;Ain't Nobody Straight In Los Angeles;Miracles;1976
1880;Give Me A Second Chance;Junior;1976
1881;Inseparable;Natalie Cole;1976
1882;Dolannes Melodie;Alain Patrick;1976
1883;True Love;Steve McLean;1976
1884;Sweet Love;Commodores;1976
1885;I'll Be Good To You;The Brothers Johnson;1976
1886;Tenderness;Twins;1976
1887;Poxa;Gilson de Souza;1976
1888;Beijinho Doce;Nalva Aguiar;1976
1889;Deixa;Bandits Of Love;1976
1890;Chão, Pó, Poeira;Gonzaguinha;1976
1891;Olhos Nos Olhos;Chico Buarque;1976
1892;Let Your Love Flow;Bellamy Brothers;1976
1893;Xamêgo;Fafá de Belém;1976
1894;Tudo Está no Seu Lugar;Benito Di Paula;1976
1895;Retrato;Suely Costa;1976
1896;Menina do Mato;Ruy Maurity;1976
1897;Like Roses;Jack Jones;1976
1898;Jeca Total;Gilberto Gil;1976
1899;Espere Por Mim, Morena;Gonzaguinha;1976
1900;Os Homens Não Devem Chorar;Barros de Alencar;1976
1901;Amigo;Roberto Carlos;1977
1902;Sonhos;Peninha;1977
1903;You Light Up My Life;Debbie Boone;1977
1904;Flor de Lis;Djavan;1977
1905;I Just Want To Be Your Everything;Andy Gibb;1977
1906;Best Of My Love;Emotions;1977
1907;When I Need You;Leo Sayer;1977
1908;Menina dos Cabelos Longos;Agepê;1977
1909;Arrombou a Festa;Rita Lee;1977
1910;Romaria;Elis Regina;1977
1911;Maluco Beleza;Raul Seixas;1977
1912;I'm Your Boogie Man;KC & The Sunshine Band;1977
1913;Tonight's The Night (It's Gonna Be Alright);Rod Stewart;1977
1914;Hotel California;Eagles;1977
1915;Somos Todos Iguais Nesta Noite;Ivan Lins;1977
1916;Marcas do Que Se Foi;Márcio Lott;1977
1917;Falando Sério;Roberto Carlos;1977
1918;Star Wars/Cantina Band;Meco;1977
1919;You And Me;Alice Cooper;1977
1920;Zodiacs;Roberta Flack;1977
1921;Isn't She Lovely;Stevie Wonder;1977
1922;Nobody Does It Better;Carly Simon;1977
1923;Coleção;Cassiano;1977
1924;Sorte Tem Quem Acredita Nela;Fernando Mendes;1977
1925;Jura Secreta;Simone;1977
1926;You Make Me Feel Like Dancing;Leo Sayer;1977
1927;My Dear;Manchester;1977
1928;"Love Theme From ""A Star Is Born"" (Evergreen)";Barbra Streisand;1977
1929;Easy;Commodores;1977
1930;Sir Duke;Stevie Wonder;1977
1931;Livin' Thing;Electric Light Orchestra;1977
1932;"Gonna Fly Now (Theme From ""Rocky"")";Bill Conti;1977
1933;I Never Cry;Alice Cooper;1977
1934;Keep It Comin' Love;KC & The Sunshine Band;1977
1935;O Dia Em Que a Terra Parou;Raul Seixas;1977
1936;Desencontro de Primavera;Hermes de Aquino;1977
1937;Dancing Queen;Abba;1977
1938;Começaria Tudo Outra Vez;Simone;1977
1939;Perdido na Noite;Agnaldo Timóteo;1977
1940;Saco de Feijão;Beth Carvalho;1977
1941;Baby I Love Your Way;Peter Frampton;1977
1942;Pombo Correio;Moraes Moreira;1977
1943;Tranquei a Vida;Ronnie Von;1977
1944;Don't Cry For Me Argentina;Julie Covington;1977
1945;You Don't Have To Be A Star;Marilyn McCoo & Billy Davis, Jr.;1977
1946;Cavalgada;Roberto Carlos;1977
1947;Tigresa;Gal Costa;1977
1948;Boogie Nights;Heatwave;1977
1949;Morte de Um Poeta;Alcione;1977
1950;Car Wash;Rose Royce;1977
1951;Dance And Shake Your Tambourine;Universal Robot Band;1977
1952;Eu Preciso Te Esquecer;Cláudia Telles;1977
1953;Lost Without Your Love;Bread;1977
1954;Fim de Tarde;Cláudia Telles;1977
1955;I Love You;Donna Summer;1977
1956;Pra Que Vou Recordar O Que Chorei;Carlos Dafé;1977
1957;I'm Lost;Barry Mann;1977
1958;Let's Be Young Tonight;Jermaine Jackson;1977
1959;Don't Stop;Fleetwood Mac;1977
1960;Swayin' To The Music;Johnny Rivers;1977
1961;Love So Right;Bee Gees;1977
1962;Ma Baker;Boney M;1977
1963;Sonhos de Um Palhaço;Antonio Marcos;1977
1964;Maria Fumaça;Banda Black Rio;1977
1965;C'est La Vie;Emerson, Lake & Palmer;1977
1966;Nêga;Emílio Santiago;1977
1967;Pensando Nela;Dom Beto;1977
1968;So Sad The Songs;Gladys Knight & The Pips;1977
1969;Dom de Iludir;Maria Creuza;1977
1970;Sorrow;Michael Sullivan;1977
1971;That's The Trouble;Grace Jones;1977
1972;Filho Único;Erasmo Carlos;1977
1973;Se Te Agarro Com Outro Te Mato;Sidney Magal;1977
1974;Um Caso Meu;Rosemary;1977
1975;Senhorita, Senhorita;Wando;1977
1976;Vai Levando;Miúcha & Tom Jobim;1977
1977;Um Jeito Estúpido de Te Amar;Maria Bethânia;1977
1978;Loco-Motivas;Rita Lee;1977
1979;Barra Pesada;Dicró;1977
1980;Conversation;Morris Albert;1977
1981;Bijuterias;João Bosco;1977
1982;Velho Demais;Placa Luminosa;1977
1983;Yes Sir, I Can Boogie;Baccara;1977
1984;You Are My Love;Liverpool Express;1977
1985;Young Hearts Run Free;Candi Staton;1977
1986;Lumiar;Beto Guedes;1977
1987;Piu;Ornella Vanoni;1977
1988;Flor Amorosa;Maria Martha;1977
1989;Cálix Bento;Milton Nascimento;1977
1990;I Remember Yesterday;Donna Summer;1977
1991;O Leãozinho;Caetano Veloso;1977
1992;Maria Solidária;Beto Guedes;1977
1993;Meu Sangue Ferve Por Você;Sidney Magal;1977
1994;Espere Por Mim, Morena;Gonzaguinha;1977
1995;Comportamento;Marcio Lott;1977
1996;Golden Years;David Bowie;1977
1997;Boi da Cara Branca;Helio Matheus;1977
1998;Basta um Dia;Clara Nunes;1977
1999;N.Y. You Got Me Dancing;Andrea True Collection;1977
2000;You Took My Breath Away;Kaplan Kaye;1977
2001;Night Fever;Bee Gees;1978
2002;Outra Vez;Roberto Carlos;1978
2003;Força Estranha;Roberto Carlos;1978
2004;Sampa;Caetano Veloso;1978
2005;How Deep Is Your Love;Bee Gees;1978
2006;Don't Let Me Be Misunderstood;Santa Esmeralda;1978
2007;Dancin' Days;Frenéticas;1978
2008;MacArthur Park;Donna Summer;1978
2009;Não Existe Pecado ao Sul do Equador;Ney Matogrosso;1978
2010;Cálice;Milton Nascimento & Chico BUarque;1978
2011;Emotion;Samantha Sang;1978
2012;Perigosa;Frenéticas;1978
2013;Shadow Dancing;Andy Gibb;1978
2014;Stayin' Alive;Bee Gees;1978
2015;Folhetim;Gal Costa;1978
2016;We Are The Champions;Queen;1978
2017;A Noite Vai Chegar;Lady Zu;1978
2018;Café da Manhã;Roberto Carlos;1978
2019;Baby Come Back;Player;1978
2020;Grease;Frankie Valli;1978
2021;Os Amantes;Luiz Ayrão;1978
2022;You're The One That I Want;John Travolta & Olivia Newton-John;1978
2023;Just The Way You Are;Billy Joel;1978
2024;Todo Menino é Um Rei;Roberto Ribeiro;1978
2025;You're In My Heart;Rod Stewart;1978
2026;Get Off;Foxy;1978
2027;Three Times A Lady;Commodores;1978
2028;Float On;The Floaters;1978
2029;Macho Man;Village People;1978
2030;Bandeira do Divino;Ivan Lins;1978
2031;Gosto de Maçã;Wando;1978
2032;We're All Alone;Rita Coolidge;1978
2033;Dance A Little Bit Closer;Charo & Salsoul Orchestra;1978
2034;The Closer I Get To You;Roberta Flack & Donny Hathaway;1978
2035;Boogie Oogie Oogie;A Taste Of Honey;1978
2036;Sandra Rosa Madalena A Cigana;Sidney Magal;1978
2037;Sufoco;Alcione;1978
2038;Baker Street;Gerry Rafferty;1978
2039;Hopelessly Devoted To You;Olivia Newton-John;1978
2040;Wuthering Heights;Kate Bush;1978
2041;Miss You;Rolling Stones;1978
2042;Automatic Lover;D.D. Jackson;1978
2043;Querelas do Brasil;Elis Regina;1978
2044;Shame;"Evelyn ""Champagne"" King";1978
2045;No Woman No Cry;Bob Marley & The Wailers;1978
2046;Terra;Caetano Veloso;1978
2047;Flor Amorosa;Maria Martha;1978
2048;I Loved You;Freddy Cole;1978
2049;Quem Tem a Viola;Boca Livre;1978
2050;Amanhã;Guilherme Arantes;1978
2051;Black Coco;Painel de Controle;1978
2052;João e Maria;Nara Leão & Chico Buarque;1978
2053;De Fogo, Luz e Paixão;Marcelo & Gal Costa;1978
2054;Easy To Love;Leo Sayer;1978
2055;La Vie En Rose;Grace Jones;1978
2056;Dreamin';Liverpool Express;1978
2057;Fool (If You Think It's Over);Chris Rea;1978
2058;From East To West;Voyage;1978
2059;I'm Sagittarius;Roberta Kelly;1978
2060;Minha Esquina;Emílio Santiago;1978
2061;Maria Maria;Milton Nascimento;1978
2062;On And On;Stephen Bishop;1978
2063;Panorama Ecológico;Erasmo Carlos;1978
2064;Rivers Of Babylon;Boney M;1978
2065;You're Too Far Away;David Castle;1978
2066;Self Pity;Lucifer;1978
2067;Sossego;Tim Maia;1978
2068;You And I;Rick James;1978
2069;Scotch Machine;Voyage;1978
2070;Apesar de Você;Chico Buarque;1978
2071;Dancin' Days Medley;Harmony Cats;1978
2072;Everybody Dance;Chic;1978
2073;Face a Face;Simone;1978
2074;14 Anos;Guilherme Arantes;1978
2075;Follow You Follow Me;Genesis;1978
2076;Vou Festejar;Beth Carvalho;1978
2077;I Will Still Love You;Stone Bolt;1978
2078;It's A Heartache;Bonnie Tyler;1978
2079;You;Rita Coolidge;1978
2080;Count On Me;Jefferson Starship;1978
2081;Cavalo Bravo;Renato Teixeira;1978
2082;Foi Assim;Fafá de Belém;1978
2083;Goodbye Girl;David Gates;1978
2084;Pai;Fábio Jr;1978
2085;Keep Doin' It;Showdown;1978
2086;Keep On Jumpin';Musique;1978
2087;Kitchie Zona Sul;Ronaldo Resedá;1978
2088;Love For Sale;Boney M;1978
2089;Only The Strong Survive;Billy Paul;1978
2090;Salve o Verde;Quarteto em Cy;1978
2091;Sou Rebelde;Lilian;1978
2092;Themes From The Wizard Of Oz;Meco;1978
2093;The Loneliest Man On The Moon;David Castle;1978
2094;Amante Amado;Jorge Bem;1978
2095;You Make Me Feel (Mighty Real);Sylvester;1978
2096;A Chave do Mundo;Marina;1978
2097;Agora é Moda;Rita Lee;1978
2098;Eu e Meu Gato;Rita Lee;1978
2099;For Once In My Life;Freddy Cole;1978
2100;Hey Baby;Harmony Cats;1978
2101;O Bêbado e a Equilibrista;Elis Regina;1979
2102;Pai;Fábio Jr.;1979
2103;Too Much Heaven;Bee Gees;1979
2104;Le Freak;Chic;1979
2105;Super-Homem;A Canção - Gilberto Gil;1979
2106;I Will Survive;Gloria Gaynor;1979
2107;Y.M.C.A.;Village People;1979
2108;Tragedy;Bee Gees;1979
2109;Explode Coração (Não Dá Mais Pra Segurar);Maria Bethânia;1979
2110;Começar de Novo;Simone;1979
2111;Ring My Bell;Anita Ward;1979
2112;Vou Festejar;Beth Carvalho;1979
2113;Realce;Gilberto Gil;1979
2114;Stumblin' In;Suzi Quatro & Chris Norman;1979
2115;Reunited;Peaches & Herb;1979
2116;Revelação;Fagner;1979
2117;Lua de São Jorge;Caetano Veloso;1979
2118;Sultans Of Swing;Dire Straits;1979
2119;Descaminhos;Joanna;1979
2120;Bye Bye Brasil;Chico Buarque;1979
2121;Bad Girls;Donna Summer;1979
2122;Casinha Branca;Gilson;1979
2123;Sharing The Night Together;Dr. Hook;1979
2124;Amor, Meu Grande Amor;Angela Rô Rô;1979
2125;Na Paz do Seu Sorriso;Roberto Carlos;1979
2126;The Logical Song;Supretramp;1979
2127;What A Fool Believes;Doobie Brothers;1979
2128;Sonho Meu;Maria Bethânia & Gal Costa;1979
2129;Meu Drama (Senhora Tentação);Roberto Ribeiro;1979
2130;I Love The Nightlife (Disco Round);Alicia Bridges;1979
2131;Tô Voltando;Simone;1979
2132;Born To Be Alive;Patrick Hernandez;1979
2133;Até Parece Que Foi Sonho;Tim Maia & Fábio;1979
2134;Medo de Avião;Belchior;1979
2135;You Needed Me;Anne Murray;1979
2136;Do You Think I'm Sexy?;Rod Stewart;1979
2137;Rua Ramalhete;Tavito;1979
2138;We Are Family;Sister Sledge;1979
2139;Rise;Herb Alpert;1979
2140;She Believes In Me;Kenny Rogers;1979
2141;Sob Medida;Fafá de Belém;1979
2142;My Sharona;The Knack;1979
2143;How You Gonna See Me Now;Alice Cooper;1979
2144;Lead Me On;Maxine Nightingale;1979
2145;Chiquitita;Abba;1979
2146;I Just Wanna Stop;Gino Vannelli;1979
2147;Mirrors;Sally Oldfield;1979
2148;Toda Menina Baiana;Gilberto Gil;1979
2149;Who's Lovin' You;Dobie Gray;1979
2150;Heart Of Glass;Blondie;1979
2151;Fique Um Pouco Mais;Rosana;1979
2152;Beleza Pura;A Cor do Som;1979
2153;(Our Love) Don't Throw It All Away;Andy Gibb;1979
2154;Chuva de Verão;Hermes Aquino;1979
2155;Força Estranha;Gal Costa;1979
2156;Acenda o Farol;Tim Maia;1979
2157;Good Times;Chic;1979
2158;Gostoso Veneno;Alcione;1979
2159;I Can Still Remember;Samantha Sang;1979
2160;I Want Your Love;Chic;1979
2161;Shake Your Groove Thing;Peaches & Herb;1979
2162;In The Navy;Village People;1979
2163;Lotta Love;Nicolette Larson;1979
2164;No More Tears (Enough Is Enough);Barbra Streisand & Donna Summer;1979
2165;My Life;Billy Joel;1979
2166;Still;Commodores;1979
2167;Paloma;Sunday;1979
2168;Morena de Angola;Clara Nunes;1979
2169;Emoções;Wando;1979
2170;Paris At 21;Peter Allen;1979
2171;I'd Rather Hurt Myself;Randy Brown;1979
2172;Que Me Venha Esse Homem;Fafá de Belém;1979
2173;Sob Medida;Simone;1979
2174;Third Melody;Steven Schlaks;1979
2175;Love Takes Time;Orleans;1979
2176;I Just Fall In Love Again;Anne Murray;1979
2177;I'll Never Love This Way Again;Dionne Warwick;1979
2178;Cuba;Gibson Brothers;1979
2179;Let's Fly Away;Voyage;1979
2180;Grilo na Cuca;Dudu França;1979
2181;Maria Fumaça;Kleiton & Kledir;1979
2182;Hot Stuff;Donna Summer;1979
2183;O Preto Que Satisfaz;Frenéticas;1979
2184;Álibi;Maria Bethânia;1979
2185;Brigas;Angela Maria & Agnaldo Timóteo;1979
2186;I Got My Mind Made Up;Instant Funk;1979
2187;Helena;Biafra;1979
2188;Don't Cry Out Loud;Melissa Manchester;1979
2189;Avohai;Zé Ramalho;1979
2190;Quem Me Levará Sou Eu;Dominguinhos;1979
2191;Pigeon Without A Dove;Patrick Dimon;1979
2192;Sad Eyes;Robert John;1979
2193;Ready To Take A Chance Again;Barry Manilow;1979
2194;Everytime I Think Of You;Babys;1979
2195;Mania de Você;Rita Lee;1979
2196;Frete;Renato Teixeira;1979
2197;I'm A Dancer;Dennis Parker;1979
2198;Belo Sentimento;Sonia Burnier;1979
2199;Knock On Wood;Amii Stewart;1979
2200;Love Don't Live Here Anymore;Rose Royce;1979
2201;Balancê;Gal Costa;1980
2202;Another Brick In The Wall;Pink Floyd;1980
2203;Crazy Little Thing Called Love;Queen;1980
2204;Momentos;Joanna;1980
2205;Menino do Rio;Baby Consuelo;1980
2206;Toada (Na Direção do Vento);Boca Livre;1980
2207;Lady;Kenny Rogers;1980
2208;Lost In Love;Air Supply;1980
2209;Meu Bem Querer;Djavan;1980
2210;Alô Alô Marciano;Elis Regina;1980
2211;Grito de Alerta;Maria Bethânia;1980
2212;Don't Stop Till You Get Enough;Michael Jackson;1980
2213;Sailing;Christopher Cross;1980
2214;Admirável Gado Novo;Zé Ramalho;1980
2215;20 e Poucos Anos;Fábio Jr.;1980
2216;Xanadu;Olivia Newton-John & Electric Light Orchestra;1980
2217;Foi Deus Que Fez Você;Amelinha;1980
2218;Little Jeannie;Elton John;1980
2219;Amante à Moda Antiga;Roberto Carlos;1980
2220;Mania de Você;Rita Lee;1980
2221;Magic;Olivia Newton-John;1980
2222;Coração Bobo;Alceu Valença;1980
2223;All Out Of Love;Air Supply;1980
2224;Cruisin';Smokey Robinson;1980
2225;Demônio Colorido;Sandra Sá;1980
2226;Do That To Me One More Time;The Captain & Tennille;1980
2227;Cheiro de Mato;Fátima Guedes;1980
2228;Another One Bites The Dust;Queen;1980
2229;Noturno;Fagner;1980
2230;The Winner Takes It All;Abba;1980
2231;Bandolins;Oswaldo Montenegro;1980
2232;Canção da América;Milton Nascimento;1980
2233;With You I'm Born Again;Billy Preston & Syreeta;1980
2234;Feminina;Joyce;1980
2235;Him;Rupert Holmes;1980
2236;Babe;Styx;1980
2237;Upside Down;Diana Ross;1980
2238;Essa Tal Criatura;Leci Brandão;1980
2239;Please Don't Go;KC & The Sunshine Band;1980
2240;Sol de Primavera;Beto Guedes;1980
2241;Call Me;Blondie;1980
2242;Chega Mais;Rita Lee;1980
2243;Só Nos Resta Viver;Angela Rô Rô;1980
2244;Fame;Irene Cara;1980
2245;Shining Star;The Manhattans;1980
2246;Nosso Estranho Amor;Marina & Caetano Veloso;1980
2247;Special Lady;Ray, Goodman & Brown;1980
2248;After You;Michael Johnson;1980
2249;Do Right;Paul Davis;1980
2250;Meu Amigo, Meu Herói;Zizi Possi;1980
2251;Lá Vem o Brasil Descendo a Ladeira;Moraes Moreira;1980
2252;Into The Night;Benny Mardones;1980
2253;Just Like You Do;Carly Simon;1980
2254;Menino Sem Juízo;Alcione;1980
2255;Eu e a Brisa;Baby Consuelo;1980
2256;More Than I Can Say;Leo Sayer;1980
2257;Noites Cariocas;Gal Costa;1980
2258;Ponto de Interrogação;Gonzaguinha;1980
2259;Gonna Get Along Without You Now;Viola Wills;1980
2260;Give Me The Night;George Benson;1980
2261;Lead Me On;Maxine Nightingale;1980
2262;I Never Fall In Love;Davitt Sigerson;1980
2263;Desesperar Jamais;Simone;1980
2264;You And I;Mireille Mathieu & Paul Anka;1980
